Index,Date,Hour,Temperature(�C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(�C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
3446,20/04/2018,23,17.3,57,0.6,807,8.6,0,0,0,Spring,No Holiday,Yes
3447,20/11/2018,13,11.6,20,1.3,1821,-10.6,1.87,0,0,Autumn,No Holiday,Yes
3448,13/01/2018,4,-6.4,46,0.8,1993,-16.1,0,0,0,Winter,No Holiday,Yes
3449,1/12/2017,22,-0.9,83,1.5,1380,-3.4,0,0,0,Winter,No Holiday,Yes
3450,11/11/2018,13,9.8,70,1.7,360,4.5,0.33,0,0,Autumn,No Holiday,Yes
3451,12/12/2017,19,-8.2,43,1.1,2000,-18.5,0,0,0,Winter,No Holiday,Yes
3452,9/4/2018,15,14.2,24,1.8,1743,-6.1,2.6,0,0,Spring,No Holiday,Yes
3453,4/1/2018,15,-1.2,31,0.8,1732,-16.2,0.47,0,0,Winter,No Holiday,Yes
3454,23/08/2018,0,30.7,52,1.3,2000,19.7,0,0,0,Summer,No Holiday,Yes
3455,2/1/2018,9,-3.1,66,0.2,1168,-8.5,0.12,0,0,Winter,No Holiday,Yes
3456,1/2/2018,16,1.1,26,2.1,1957,-16.3,0.82,0,0,Winter,No Holiday,Yes
3457,15/09/2018,22,23.1,79,0.6,1891,19.2,0,0,0,Autumn,No Holiday,Yes
3458,17/08/2018,14,32.7,27,2,1964,11.2,3.21,0,0,Summer,No Holiday,Yes
3459,14/05/2018,11,18.5,65,1.4,463,11.7,2.07,0,0,Spring,No Holiday,Yes
3460,9/11/2018,17,12.9,66,3.6,682,6.6,0.32,0,0,Autumn,No Holiday,No
3461,5/6/2018,2,19.7,66,0.5,1591,13.1,0,0,0,Summer,No Holiday,Yes
3462,25/11/2018,0,2.7,86,1.2,422,0.5,0,0,3,Autumn,No Holiday,Yes
3463,1/2/2018,6,-8.1,59,0.7,1915,-14.7,0,0,1.6,Winter,No Holiday,Yes
3464,3/2/2018,2,-3.4,82,4.2,184,-6,0,0,0,Winter,No Holiday,Yes
3465,10/8/2018,16,36.4,40,3.2,2000,20.6,2.59,0,0,Summer,No Holiday,Yes
3466,19/12/2017,22,-5.5,56,1.5,2000,-12.9,0,0,2,Winter,No Holiday,Yes
3467,27/12/2017,14,-4,18,2.4,2000,-24.8,1.09,0,0,Winter,No Holiday,Yes
3468,26/06/2018,21,23.5,94,4.6,227,22.4,0,1.5,0,Summer,No Holiday,Yes
3469,6/8/2018,22,30.1,72,0.4,1806,24.4,0,0,0,Summer,No Holiday,Yes
3470,27/03/2018,7,8.5,67,0.7,475,2.7,0.02,0,0,Spring,No Holiday,Yes
3471,1/10/2018,13,17.6,49,4.7,2000,6.7,1.89,0,0,Autumn,No Holiday,Yes
3472,8/9/2018,0,19.2,53,3.7,2000,9.3,0,0,0,Autumn,No Holiday,Yes
3473,30/10/2018,23,7.7,50,1,1988,-2,0,0,0,Autumn,No Holiday,Yes
3474,15/07/2018,4,24.6,86,0.1,1358,22,0,0,0,Summer,No Holiday,Yes
3475,23/05/2018,18,21.7,40,3.5,1987,7.4,1.18,0,0,Spring,No Holiday,Yes
3476,22/06/2018,17,30.4,28,2.9,1834,9.8,1.9,0,0,Summer,No Holiday,Yes
3477,1/12/2017,13,2.4,25,1.6,2000,-15.6,1.16,0,0,Winter,No Holiday,Yes
3478,30/03/2018,22,12.7,76,1.5,521,8.5,0,0,0,Spring,No Holiday,Yes
3479,3/8/2018,5,30.5,72,0.5,1084,24.8,0,0,0,Summer,No Holiday,Yes
3480,18/01/2018,0,2.7,73,1,290,-1.6,0,0,0,Winter,No Holiday,Yes
3481,6/9/2018,0,22.5,83,0.5,1593,19.4,0,0,0,Autumn,No Holiday,Yes
3482,29/06/2018,1,22,96,0.1,387,21.3,0,0.1,0,Summer,No Holiday,Yes
3483,30/10/2018,4,1.6,63,0.3,2000,-4.6,0,0,0,Autumn,No Holiday,Yes
3484,6/4/2018,19,4.8,48,3.8,1126,-5.3,0.17,0,0,Spring,No Holiday,Yes
3485,1/10/2018,9,14.9,50,3.4,1989,4.5,1.08,0,0,Autumn,No Holiday,Yes
3486,6/10/2018,13,17.7,89,5,2000,15.8,0.62,0.5,0,Autumn,No Holiday,Yes
3487,1/5/2018,19,21.2,68,1.5,610,15,0.16,0,0,Spring,Holiday,Yes
3488,22/10/2018,1,10.7,57,0.9,1828,2.5,0,0,0,Autumn,No Holiday,Yes
3489,15/03/2018,2,16.5,68,1.3,1724,10.5,0,0,0,Spring,No Holiday,Yes
3490,20/03/2018,11,8.4,34,3.6,1966,-6.5,2.36,0,0,Spring,No Holiday,Yes
3491,8/8/2018,10,31.6,58,2.3,1528,22.3,2.02,0,0,Summer,No Holiday,Yes
3492,12/2/2018,3,-8.5,35,2.7,2000,-21.2,0,0,0,Winter,No Holiday,Yes
3493,1/11/2018,2,4.4,64,1.4,2000,-1.8,0,0,0,Autumn,No Holiday,Yes
3494,11/7/2018,12,28.1,73,2.1,1326,22.7,0.87,0,0,Summer,No Holiday,Yes
3495,10/8/2018,21,31.3,55,0.9,2000,21.1,0,0,0,Summer,No Holiday,Yes
3496,26/02/2018,0,-0.9,60,0.7,1844,-7.7,0,0,0,Winter,No Holiday,Yes
3497,3/7/2018,4,22.7,97,0.2,1808,22.1,0,0,0,Summer,No Holiday,Yes
3498,13/10/2018,20,13.8,52,1.6,1088,4,0,0,0,Autumn,No Holiday,Yes
3499,24/12/2017,4,5.2,82,0.7,189,2.3,0,0,0,Winter,Holiday,Yes
3500,30/06/2018,0,23,84,1.9,375,20.1,0,0,0,Summer,No Holiday,Yes
3501,6/6/2018,12,27.3,51,2.8,703,16.2,3.16,0,0,Summer,Holiday,Yes
3502,29/08/2018,4,24.6,86,4,1968,22,0,0,0,Summer,No Holiday,Yes
3503,1/10/2018,23,13.4,69,3.7,2000,7.8,0,0,0,Autumn,No Holiday,Yes
3504,3/5/2018,18,13.4,49,2.4,1982,2.8,0.6,0,0,Spring,No Holiday,Yes
3505,12/11/2018,17,11.8,43,1.8,1685,-0.3,0.34,0,0,Autumn,No Holiday,Yes
3506,3/4/2018,23,15,94,1.6,163,14,0,0,0,Spring,No Holiday,Yes
3507,22/06/2018,1,20.2,75,1.4,525,15.6,0,0,0,Summer,No Holiday,Yes
3508,22/10/2018,15,20.2,31,1.6,855,2.5,1.25,0,0,Autumn,No Holiday,Yes
3509,31/03/2018,10,14.7,53,0.9,831,5.2,1.59,0,0,Spring,No Holiday,Yes
3510,27/06/2018,9,20,96,1.6,287,19.3,0.39,0,0,Summer,No Holiday,Yes
3511,6/12/2017,16,5.3,37,2.9,2000,-8.2,0.36,0,0,Winter,No Holiday,Yes
3512,30/07/2018,13,34.7,43,1.3,2000,20.2,2.05,0,0,Summer,No Holiday,Yes
3513,8/6/2018,6,18.8,78,2,1259,14.8,0.01,0,0,Summer,No Holiday,Yes
3514,16/02/2018,16,3.3,38,3.8,1921,-9.6,1.33,0,0,Winter,Holiday,Yes
3515,12/10/2018,3,6.5,69,0.3,1981,1.2,0,0,0,Autumn,No Holiday,Yes
3516,26/09/2018,9,17.7,54,1.8,2000,8.2,0.63,0,0,Autumn,No Holiday,Yes
3517,11/9/2018,11,23.7,40,2,2000,9.2,2.6,0,0,Autumn,No Holiday,Yes
3518,16/02/2018,1,-3.6,35,2,1943,-16.8,0,0,0,Winter,Holiday,Yes
3519,30/08/2018,10,26.1,81,1.5,860,22.5,1.05,0,0,Summer,No Holiday,Yes
3520,26/08/2018,22,21.2,81,1,1808,17.8,0,1.3,0,Summer,No Holiday,Yes
3521,7/6/2018,3,18.4,88,1.6,465,16.3,0,0,0,Summer,No Holiday,Yes
3522,19/03/2018,22,7.6,48,3.1,2000,-2.7,0,0,0,Spring,No Holiday,Yes
3523,22/07/2018,14,37.4,34,2.3,1860,18.8,3.05,0,0,Summer,No Holiday,Yes
3524,1/9/2018,14,29.7,42,1.4,2000,15.4,2.37,0,0,Autumn,No Holiday,Yes
3525,13/06/2018,2,18.4,75,0.6,1986,13.8,0,0,0,Summer,No Holiday,Yes
3526,14/11/2018,4,5.6,70,0.6,1311,0.5,0,0,0,Autumn,No Holiday,Yes
3527,29/01/2018,6,-10.9,43,1,1967,-21,0,0,0,Winter,No Holiday,Yes
3528,12/9/2018,5,17.5,60,1.6,2000,9.6,0,0,0,Autumn,No Holiday,Yes
3529,18/03/2018,13,10.6,43,1.3,705,-1.4,1.07,0,0,Spring,No Holiday,Yes
3530,2/2/2018,17,2,25,2.3,1998,-16,0.34,0,0,Winter,No Holiday,Yes
3531,28/08/2018,17,24.8,96,1.8,564,24.1,0.14,2.5,0,Summer,No Holiday,Yes
3532,28/01/2018,23,-8.7,42,2.1,1981,-19.3,0,0,0,Winter,No Holiday,Yes
3533,20/08/2018,11,31.2,45,1.9,1810,17.8,2.72,0,0,Summer,No Holiday,Yes
3534,16/01/2018,4,0.8,65,0.7,502,-5,0,0,0,Winter,No Holiday,Yes
3535,6/6/2018,7,19.3,63,0.7,916,12,0.46,0,0,Summer,Holiday,Yes
3536,13/08/2018,8,28,78,1.1,865,23.7,0.74,0,0,Summer,No Holiday,Yes
3537,22/10/2018,10,14.6,43,0.7,1339,2.1,1.35,0,0,Autumn,No Holiday,Yes
3538,21/07/2018,13,35.2,34,1.8,1636,16.9,3.21,0,0,Summer,No Holiday,Yes
3539,23/06/2018,18,26.3,55,3.2,1119,16.5,0.64,0,0,Summer,No Holiday,Yes
3540,10/11/2018,20,11.3,74,1.2,350,6.8,0,0,0,Autumn,No Holiday,Yes
3541,20/04/2018,6,11.2,63,0.7,821,4.4,0,0,0,Spring,No Holiday,Yes
3542,28/01/2018,10,-5.9,35,1.9,1940,-18.9,0.53,0,0,Winter,No Holiday,Yes
3543,22/02/2018,18,3.9,56,4,1004,-4,0.18,0,0,Winter,No Holiday,Yes
3544,1/1/2018,21,-0.9,44,1.2,1871,-11.6,0,0,0,Winter,Holiday,Yes
3545,14/09/2018,23,22.3,87,1.1,1810,20,0,0.5,0,Autumn,No Holiday,Yes
3546,10/2/2018,9,1.6,78,2,260,-1.8,0.17,0,0,Winter,No Holiday,Yes
3547,11/9/2018,19,23.7,49,1.8,2000,12.3,0.03,0,0,Autumn,No Holiday,Yes
3548,3/8/2018,20,32.2,58,1.9,1673,22.8,0.02,0,0,Summer,No Holiday,Yes
3549,28/08/2018,13,24.6,97,0.5,765,24,0.1,9.5,0,Summer,No Holiday,Yes
3550,29/05/2018,6,19.5,64,0.4,1268,12.5,0.02,0,0,Spring,No Holiday,Yes
3551,20/08/2018,2,26.3,65,0.3,2000,19.1,0,0,0,Summer,No Holiday,Yes
3552,6/9/2018,16,26.9,55,3.9,1909,17,0.54,0,0,Autumn,No Holiday,Yes
3553,23/09/2018,8,17,69,1.2,2000,11.2,0.3,0,0,Autumn,Holiday,Yes
3554,20/05/2018,17,22.4,23,2.4,2000,0.2,1.89,0,0,Spring,No Holiday,Yes
3555,31/08/2018,9,24.1,69,0.9,1662,18,0.76,0,0,Summer,No Holiday,Yes
3556,10/12/2017,0,-0.2,55,1,1629,-8.1,0,0,0,Winter,No Holiday,Yes
3557,7/7/2018,10,24,49,1.7,2000,12.6,2.48,0,0,Summer,No Holiday,Yes
3558,15/10/2018,0,12.6,78,1.3,1427,8.8,0,0,0,Autumn,No Holiday,Yes
3559,14/06/2018,7,19.4,97,0.9,272,18.9,0,13.5,0,Summer,No Holiday,Yes
3560,1/1/2018,11,0.1,27,2.2,1874,-16.7,0.84,0,0,Winter,Holiday,Yes
3561,27/11/2018,9,5,75,0.3,390,0.9,0.12,0,0,Autumn,No Holiday,Yes
3562,24/11/2018,17,2.9,85,1.6,1000,0.6,0.2,0,3.5,Autumn,No Holiday,Yes
3563,20/01/2018,8,0.3,63,0.4,1140,-5.9,0,0,0,Winter,No Holiday,Yes
3564,1/3/2018,9,0.1,78,4.9,615,-3.2,0.09,0,0,Spring,Holiday,Yes
3565,13/01/2018,6,-6.4,59,0.6,887,-13.1,0,0,0,Winter,No Holiday,Yes
3566,14/11/2018,17,13.6,46,1.8,1374,2.1,0.31,0,0,Autumn,No Holiday,Yes
3567,1/2/2018,23,-4.5,55,0.4,1908,-12.1,0,0,0,Winter,No Holiday,Yes
3568,27/11/2018,5,3.6,84,0.6,315,1.1,0,0,0,Autumn,No Holiday,Yes
3569,24/10/2018,22,11.6,71,0.2,1858,6.5,0,0,0,Autumn,No Holiday,Yes
3570,18/09/2018,22,21.8,65,0.3,2000,14.9,0,0,0,Autumn,No Holiday,No
3571,19/07/2018,3,24.4,85,0.6,678,21.7,0,0,0,Summer,No Holiday,Yes
3572,24/08/2018,1,25.7,80,2,2000,21.9,0,0.2,0,Summer,No Holiday,Yes
3573,30/05/2018,9,19.8,79,1.3,405,16,0.45,0,0,Spring,No Holiday,Yes
3574,11/2/2018,22,-5.8,57,3.2,1980,-12.9,0,0,0,Winter,No Holiday,Yes
3575,15/02/2018,19,0.1,21,2.9,2000,-19.7,0,0,0,Winter,Holiday,Yes
3576,11/11/2018,4,6.9,82,0.5,337,4,0,0,0,Autumn,No Holiday,Yes
3577,28/10/2018,19,8.4,85,1.2,2000,6,0,0,0,Autumn,No Holiday,Yes
3578,31/12/2017,0,0.9,95,1.8,63,0.1,0,0.2,0.2,Winter,Holiday,Yes
3579,28/06/2018,2,22.4,84,0.6,667,19.5,0,0,0,Summer,No Holiday,Yes
3580,13/11/2018,19,9.8,45,1.3,1882,-1.5,0,0,0,Autumn,No Holiday,Yes
3581,12/11/2018,13,13.3,36,2.1,1283,-1.4,1.99,0,0,Autumn,No Holiday,Yes
3582,15/01/2018,13,6.1,61,2.3,534,-0.8,0.91,0,0,Winter,No Holiday,Yes
3583,16/04/2018,2,7.1,64,0.9,1756,0.7,0,0,0,Spring,No Holiday,Yes
3584,9/2/2018,13,2.6,27,0.8,1120,-14.5,0.82,0,0,Winter,No Holiday,Yes
3585,6/12/2017,0,-2.8,77,0,331,-6.2,0,0.1,0.1,Winter,No Holiday,Yes
3586,10/6/2018,17,24.6,52,1.3,2000,14,0.82,0,0,Summer,No Holiday,Yes
3587,9/6/2018,16,28.7,40,2.5,1474,13.7,1,0,0,Summer,No Holiday,Yes
3588,19/01/2018,13,4.7,26,2.6,1370,-13.2,1.11,0,0,Winter,No Holiday,Yes
3589,30/10/2018,22,7.6,50,1.8,2000,-2.1,0,0,0,Autumn,No Holiday,Yes
3590,17/04/2018,11,16.9,27,1.5,1354,-2.2,2.66,0,0,Spring,No Holiday,Yes
3591,4/5/2018,6,9,57,1.7,1903,0.9,0,0,0,Spring,No Holiday,Yes
3592,18/03/2018,5,5.6,55,1.2,1008,-2.7,0,0,0,Spring,No Holiday,Yes
3593,31/03/2018,12,18.2,38,4.2,1189,3.6,2.41,0,0,Spring,No Holiday,Yes
3594,27/03/2018,3,8.1,71,0.9,378,3.1,0,0,0,Spring,No Holiday,Yes
3595,26/11/2018,16,13.2,44,1.6,710,1.1,0.76,0,0,Autumn,No Holiday,Yes
3596,11/11/2018,21,8,51,0.5,1989,-1.5,0,0,0,Autumn,No Holiday,Yes
3597,22/01/2018,18,1.1,96,3,187,0.5,0,3.3,1,Winter,No Holiday,Yes
3598,26/01/2018,10,-16.5,33,3.4,1703,-29,0.62,0,0.5,Winter,No Holiday,Yes
3599,12/6/2018,0,18,94,0.7,1906,17,0,1,0,Summer,No Holiday,Yes
3600,13/12/2017,18,-6.6,33,1.1,2000,-20.2,0,0,0,Winter,No Holiday,Yes
3601,30/01/2018,4,-11.1,50,1.2,1986,-19.4,0,0,0,Winter,No Holiday,Yes
3602,30/05/2018,3,18.4,86,0.6,360,16,0,0,0,Spring,No Holiday,Yes
3603,18/03/2018,11,8.5,49,0.7,718,-1.6,0.76,0,0,Spring,No Holiday,Yes
3604,29/04/2018,12,20.5,31,2.6,1299,2.7,2.79,0,0,Spring,No Holiday,Yes
3605,29/07/2018,2,27.7,73,0.4,1832,22.4,0,0,0,Summer,No Holiday,Yes
3606,14/11/2018,12,14.2,45,0.9,1531,2.4,1.86,0,0,Autumn,No Holiday,Yes
3607,10/11/2018,12,15.1,54,2.2,495,5.8,1.91,0,0,Autumn,No Holiday,Yes
3608,30/05/2018,23,16.4,80,1.5,642,12.9,0,0,0,Spring,No Holiday,Yes
3609,5/3/2018,19,5.8,53,1.7,2000,-3,0.02,0,0,Spring,No Holiday,Yes
3610,12/3/2018,8,3.8,47,0.8,1229,-6.5,0.06,0,0,Spring,No Holiday,Yes
3611,1/3/2018,10,0.1,53,5.3,1022,-8.3,1.12,0,0,Spring,Holiday,Yes
3612,1/1/2018,16,3,28,2.5,1864,-13.7,0.51,0,0,Winter,Holiday,Yes
3613,4/4/2018,6,11.7,95,0.7,2000,10.9,0,2,0,Spring,No Holiday,Yes
3614,27/10/2018,16,10.6,35,3.3,2000,-4.2,1.02,0,0,Autumn,No Holiday,Yes
3615,2/7/2018,1,21.3,97,1,1451,20.7,0,3,0,Summer,No Holiday,Yes
3616,2/10/2018,11,18.3,44,3,1878,5.8,2.35,0,0,Autumn,No Holiday,No
3617,13/09/2018,19,25.4,61,0.6,2000,17.3,0.03,0,0,Autumn,No Holiday,Yes
3618,6/6/2018,2,20.1,65,1,1435,13.3,0,0,0,Summer,Holiday,Yes
3619,26/04/2018,10,16.7,47,2.2,1147,5.3,2.26,0,0,Spring,No Holiday,Yes
3620,9/6/2018,12,28.2,42,1.4,1563,14,2.84,0,0,Summer,No Holiday,Yes
3621,30/09/2018,21,15.2,40,3,2000,1.6,0,0,0,Autumn,No Holiday,No
3622,2/3/2018,12,1.8,26,2.2,1556,-15.7,2.61,0,0,Spring,No Holiday,Yes
3623,6/2/2018,16,-5.9,24,3.5,2000,-23.2,1.44,0,0,Winter,No Holiday,Yes
3624,14/01/2018,6,-4.3,79,1.1,433,-7.4,0,0,0,Winter,No Holiday,Yes
3625,2/10/2018,1,12.5,74,1.9,1992,7.9,0,0,0,Autumn,No Holiday,No
3626,27/11/2018,12,9.3,61,1.5,390,2.1,0.85,0,0,Autumn,No Holiday,Yes
3627,30/12/2017,15,4.3,61,0.7,274,-2.5,0.23,0,0,Winter,No Holiday,Yes
3628,22/11/2018,9,0.2,28,1.9,1932,-16.2,0.57,0,0,Autumn,No Holiday,Yes
3629,24/11/2018,20,2.6,86,1.7,676,0.4,0,0,3.3,Autumn,No Holiday,Yes
3630,23/08/2018,13,31,53,1.9,2000,20.2,0.79,0,0,Summer,No Holiday,Yes
3631,6/7/2018,22,22.5,54,2.1,2000,12.7,0,0,0,Summer,No Holiday,Yes
3632,29/09/2018,21,20.1,54,1.2,2000,10.4,0,0,0,Autumn,No Holiday,Yes
3633,22/11/2018,17,4.9,41,3.3,1985,-7.2,0.25,0,0,Autumn,No Holiday,Yes
3634,3/8/2018,11,35.7,42,1.6,1727,20.7,2.56,0,0,Summer,No Holiday,Yes
3635,10/2/2018,0,1.5,71,1.1,590,-3.1,0,0,0,Winter,No Holiday,Yes
3636,2/1/2018,0,-1.8,54,1.1,1772,-9.8,0,0,0,Winter,No Holiday,Yes
3637,6/10/2018,12,18,92,2.9,1999,16.6,0.45,1,0,Autumn,No Holiday,Yes
3638,15/10/2018,1,12.2,80,1.4,1283,8.8,0,0,0,Autumn,No Holiday,Yes
3639,11/6/2018,8,20.7,55,1.5,2000,11.3,1.23,0,0,Summer,No Holiday,Yes
3640,12/1/2018,7,-15.1,45,0.9,2000,-24.4,0,0,0,Winter,No Holiday,Yes
3641,11/2/2018,21,-5.6,69,2.2,1984,-10.3,0,0,0,Winter,No Holiday,Yes
3642,28/01/2018,16,-2.1,27,4,2000,-18.6,0.52,0,0,Winter,No Holiday,Yes
3643,14/05/2018,14,23.1,56,1.6,391,13.8,2.67,0,0,Spring,No Holiday,Yes
3644,18/10/2018,0,9.2,64,0.7,2000,2.7,0,0,0,Autumn,No Holiday,Yes
3645,27/05/2018,8,18.3,51,2,1366,7.9,0.7,0,0,Spring,No Holiday,Yes
3646,19/08/2018,0,25.3,53,2.4,2000,15,0,0,0,Summer,No Holiday,Yes
3647,2/3/2018,22,0.5,38,0.9,1907,-12.2,0,0,0,Spring,No Holiday,Yes
3648,24/01/2018,11,-13.1,25,3.8,1964,-29,0.96,0,0.9,Winter,No Holiday,Yes
3649,20/01/2018,2,-0.9,65,0.6,1369,-6.6,0,0,0,Winter,No Holiday,Yes
3650,18/01/2018,23,0.6,47,2.3,1046,-9.4,0,0,0,Winter,No Holiday,Yes
3651,23/02/2018,19,6.9,73,3.7,369,2.3,0,0,0,Winter,No Holiday,Yes
3652,30/03/2018,15,21.8,28,2.3,1162,2.4,2.4,0,0,Spring,No Holiday,Yes
3653,7/10/2018,13,20.1,41,3,1963,6.4,2.34,0,0,Autumn,No Holiday,Yes
3654,3/7/2018,14,31,56,1.5,2000,21.1,1.47,0,0,Summer,No Holiday,Yes
3655,19/08/2018,17,32.7,33,2.5,1994,14.3,1.18,0,0,Summer,No Holiday,Yes
3656,25/09/2018,15,24.1,26,1.6,2000,3.3,2.38,0,0,Autumn,Holiday,Yes
3657,15/07/2018,17,32.7,52,3,1872,21.5,1.96,0,0,Summer,No Holiday,Yes
3658,7/10/2018,2,15.7,88,0.4,2000,13.7,0,0,0,Autumn,No Holiday,Yes
3659,15/05/2018,13,27.8,34,1.5,1306,10.4,3.14,0,0,Spring,No Holiday,Yes
3660,29/11/2018,15,6.5,32,2.6,1321,-9,0.35,0,0,Autumn,No Holiday,Yes
3661,11/7/2018,7,24.6,97,0.3,180,24,0.07,0.5,0,Summer,No Holiday,Yes
3662,14/04/2018,11,8.1,94,1.2,802,7.1,0.39,0.5,0,Spring,No Holiday,Yes
3663,23/03/2018,13,10.9,36,2.1,1073,-3.6,2.87,0,0,Spring,No Holiday,Yes
3664,9/1/2018,14,-1.8,45,3.7,1922,-12.1,1.06,0,0.2,Winter,No Holiday,Yes
3665,27/09/2018,5,13.9,60,0.6,2000,6.2,0,0,0,Autumn,No Holiday,Yes
3666,4/3/2018,19,11.2,81,2.3,1614,8,0,0,0,Spring,No Holiday,Yes
3667,27/12/2017,12,-5.5,21,2.1,1941,-24.4,1.08,0,0,Winter,No Holiday,Yes
3668,20/08/2018,23,28.5,62,4.9,1882,20.5,0,0,0,Summer,No Holiday,Yes
3669,3/3/2018,13,12.2,14,1.6,1896,-14.5,2.75,0,0,Spring,No Holiday,Yes
3670,16/10/2018,7,10.2,68,0.4,1493,4.5,0,0,0,Autumn,No Holiday,Yes
3671,8/7/2018,15,27.6,37,1.9,2000,11.5,2.58,0,0,Summer,No Holiday,Yes
3672,12/5/2018,18,15.4,97,1.9,340,14.9,0.03,2,0,Spring,No Holiday,Yes
3673,15/10/2018,12,19,60,1.8,513,11,2.11,0,0,Autumn,No Holiday,Yes
3674,10/5/2018,7,12.1,71,1.6,876,6.9,0.34,0,0,Spring,No Holiday,No
3675,21/04/2018,9,18.1,33,1.1,512,1.5,1.61,0,0,Spring,No Holiday,Yes
3676,24/06/2018,21,24.5,71,1.7,1295,18.8,0,0,0,Summer,No Holiday,Yes
3677,4/11/2018,3,7.6,66,0.9,1432,1.6,0,0,0,Autumn,No Holiday,Yes
3678,29/05/2018,9,21,67,1.1,1012,14.6,0.54,0,0,Spring,No Holiday,Yes
3679,10/6/2018,15,24.8,49,1.2,2000,13.3,1.34,0,0,Summer,No Holiday,Yes
3680,26/07/2018,1,27.6,79,1,1261,23.6,0,0,0,Summer,No Holiday,Yes
3681,11/5/2018,8,13.1,78,1.2,330,9.3,0.41,0,0,Spring,No Holiday,Yes
3682,1/9/2018,6,20.9,87,0.7,1198,18.6,0,0,0,Autumn,No Holiday,Yes
3683,27/02/2018,9,2.5,51,1,866,-6.6,0.07,0,0,Winter,No Holiday,Yes
3684,23/01/2018,8,-13,41,4,2000,-23.5,0,0,1,Winter,No Holiday,Yes
3685,31/07/2018,12,35.2,39,1.2,2000,19.1,2.86,0,0,Summer,No Holiday,Yes
3686,29/09/2018,17,26.3,31,1,2000,7.8,1.03,0,0,Autumn,No Holiday,Yes
3687,21/06/2018,20,25.1,55,2.3,1779,15.4,0.08,0,0,Summer,No Holiday,Yes
3688,26/04/2018,14,21.6,28,3.1,1414,2.2,2.84,0,0,Spring,No Holiday,Yes
3689,11/10/2018,1,7.3,59,0.1,2000,-0.1,0,0,0,Autumn,No Holiday,Yes
3690,2/1/2018,3,-2.5,62,0.4,1626,-8.7,0,0,0,Winter,No Holiday,Yes
3691,27/12/2017,16,-3.2,23,2.7,2000,-21.4,0.57,0,0,Winter,No Holiday,Yes
3692,9/8/2018,0,28.9,75,1.6,1946,24,0,0,0,Summer,No Holiday,Yes
3693,11/6/2018,20,19.1,84,1.7,2000,16.3,0.04,0,0,Summer,No Holiday,Yes
3694,2/1/2018,20,-1.9,26,2.2,2000,-18.9,0,0,0,Winter,No Holiday,Yes
3695,28/01/2018,17,-3.8,32,5.2,2000,-18.1,0.25,0,0,Winter,No Holiday,Yes
3696,31/07/2018,22,31.6,66,3,2000,24.4,0,0,0,Summer,No Holiday,Yes
3697,20/05/2018,12,18.8,31,1.2,2000,1.2,0.92,0,0,Spring,No Holiday,Yes
3698,31/07/2018,2,29.8,57,0.8,2000,20.3,0,0,0,Summer,No Holiday,Yes
3699,19/01/2018,1,0,43,1.7,1250,-11.1,0,0,0,Winter,No Holiday,Yes
3700,31/10/2018,13,11.2,34,2.6,1940,-4.1,2.26,0,0,Autumn,No Holiday,Yes
3701,8/3/2018,6,3.1,89,0.2,903,1.4,0,1.5,0,Spring,No Holiday,Yes
3702,19/05/2018,20,20.9,34,1.4,2000,4.4,0.03,0,0,Spring,No Holiday,Yes
3703,24/12/2017,15,2.9,90,2,380,1.4,0.08,3.5,0,Winter,Holiday,Yes
3704,16/03/2018,4,5.7,62,2.4,2000,-1,0,0,0,Spring,No Holiday,Yes
3705,2/1/2018,13,1.5,23,3.6,1970,-17.4,0.95,0,0,Winter,No Holiday,Yes
3706,10/10/2018,10,12,61,4.1,1981,4.6,0.86,0,0,Autumn,No Holiday,Yes
3707,10/6/2018,18,24.1,53,1.3,2000,13.9,0.48,0,0,Summer,No Holiday,Yes
3708,6/1/2018,13,0.9,28,2.4,1895,-15.6,1.18,0,0,Winter,No Holiday,Yes
3709,16/07/2018,9,28,64,1,1682,20.5,1.35,0,0,Summer,No Holiday,Yes
3710,6/11/2018,11,13,55,1,488,4.1,0.84,0,0,Autumn,No Holiday,No
3711,23/01/2018,21,-13.2,49,4.1,2000,-21.6,0,0,0.9,Winter,No Holiday,Yes
3712,31/10/2018,16,11.8,34,2.3,1979,-3.5,1.16,0,0,Autumn,No Holiday,Yes
3713,24/02/2018,10,0.8,60,2.9,497,-6,0.71,0,0,Winter,No Holiday,Yes
3714,3/4/2018,8,17.3,71,0.5,1481,11.9,0.17,0,0,Spring,No Holiday,Yes
3715,28/12/2017,21,-0.2,62,0.6,986,-6.6,0,0,0,Winter,No Holiday,Yes
3716,14/02/2018,18,5.1,34,2.3,1440,-9.5,0.09,0,0,Winter,No Holiday,Yes
3717,2/5/2018,5,18.4,87,0.8,209,16.1,0,0.4,0,Spring,No Holiday,Yes
3718,21/08/2018,13,27.1,66,2.6,1895,20.1,1.54,0,0,Summer,No Holiday,Yes
3719,21/10/2018,0,11.2,62,0,1613,4.1,0,0,0,Autumn,No Holiday,Yes
3720,28/03/2018,1,11.6,74,1.2,374,7.1,0,0,0,Spring,No Holiday,Yes
3721,5/11/2018,2,8.8,81,0,773,5.7,0,0,0,Autumn,No Holiday,Yes
3722,6/10/2018,16,21.5,62,3.4,2000,13.9,1.26,0,0,Autumn,No Holiday,Yes
