Index,Date,Hour,Temperature(�C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(�C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
1320,17/06/2018,21,22.7,66,0.9,1069,16,0,0,0,Summer,No Holiday,Yes
1321,25/01/2018,7,-16.2,33,2.2,2000,-28.7,0,0,0.7,Winter,No Holiday,Yes
1322,31/01/2018,10,-2.3,63,1.7,1286,-8.4,0.22,0,3.2,Winter,No Holiday,Yes
1323,16/05/2018,3,22.6,89,0.7,327,20.6,0,0.8,0,Spring,No Holiday,Yes
1324,9/5/2018,15,21.2,35,2.9,1733,5.1,2.88,0,0,Spring,No Holiday,Yes
1325,20/06/2018,21,21.6,74,3.3,758,16.7,0,0,0,Summer,No Holiday,Yes
1326,8/11/2018,14,11.3,96,2.7,302,10.6,0.11,0,0,Autumn,No Holiday,Yes
1327,20/12/2017,8,-7.8,65,1.1,1738,-13.2,0,0,2,Winter,No Holiday,Yes
1328,31/10/2018,4,5,71,1.4,1994,0.1,0,0,0,Autumn,No Holiday,Yes
1329,15/06/2018,14,26.4,43,2.1,1944,12.8,3.23,0,0,Summer,No Holiday,Yes
1330,21/11/2018,13,8,35,1.3,1895,-6.5,0.5,0,0,Autumn,No Holiday,Yes
1331,12/7/2018,4,26.1,85,0.6,1081,23.3,0,0,0,Summer,No Holiday,Yes
1332,28/11/2018,22,3.2,34,1.3,1787,-11.1,0,0,0,Autumn,No Holiday,Yes
1333,11/6/2018,3,18.8,61,1.3,2000,11.1,0,0,0,Summer,No Holiday,Yes
1334,7/10/2018,9,16.2,60,1.9,1899,8.4,1.16,0,0,Autumn,No Holiday,Yes
1335,25/09/2018,21,18.5,48,1,2000,7.2,0,0,0,Autumn,Holiday,Yes
1336,22/07/2018,4,25.9,71,0.3,2000,20.2,0,0,0,Summer,No Holiday,Yes
1337,6/5/2018,6,15.1,97,0.3,225,14.6,0,3,0,Spring,No Holiday,Yes
1338,24/01/2018,10,-14.5,24,4.6,1902,-30.6,0.61,0,0.9,Winter,No Holiday,Yes
1339,31/07/2018,7,27.9,60,1.1,1983,19.4,0.28,0,0,Summer,No Holiday,Yes
1340,28/11/2018,15,10.5,16,2.7,1509,-14.3,1.29,0,0,Autumn,No Holiday,Yes
1341,25/04/2018,1,8.4,58,1.1,2000,0.6,0,0,0,Spring,No Holiday,Yes
1342,15/07/2018,10,28.5,66,1.7,1319,21.5,1.83,0,0,Summer,No Holiday,Yes
1343,1/3/2018,2,2,97,1,580,1.5,0,0,0,Spring,Holiday,Yes
1344,25/09/2018,7,10.8,72,0.9,2000,5.9,0.03,0,0,Autumn,Holiday,Yes
1345,4/12/2017,13,0,30,5.4,1938,-15.5,1.17,0,0,Winter,No Holiday,Yes
1346,7/3/2018,3,2.7,55,1.5,1989,-5.4,0,0,0,Spring,No Holiday,Yes
1347,14/09/2018,19,25.3,60,1.2,2000,16.9,0.04,0,0,Autumn,No Holiday,Yes
1348,19/10/2018,18,16.6,40,2.4,2000,2.9,0.11,0,0,Autumn,No Holiday,Yes
1349,13/07/2018,3,24.9,86,2,1079,22.3,0,0,0,Summer,No Holiday,Yes
1350,4/12/2017,10,-1.1,40,4.5,2000,-13,0.64,0,0,Winter,No Holiday,Yes
1351,9/10/2018,7,10.9,70,0.7,2000,5.6,0,0,0,Autumn,Holiday,No
1352,11/6/2018,6,18.6,61,0.8,2000,10.9,0.03,0,0,Summer,No Holiday,Yes
1353,31/08/2018,23,23.8,81,0.6,1893,20.3,0,0,0,Summer,No Holiday,Yes
1354,2/4/2018,5,15.3,82,1.4,508,12.2,0,0,0,Spring,No Holiday,Yes
1355,24/05/2018,1,12.9,62,0.6,1557,5.7,0,0,0,Spring,No Holiday,Yes
1356,30/01/2018,9,-9.9,49,0.8,1624,-18.6,0.2,0,0,Winter,No Holiday,Yes
1357,11/2/2018,1,-7,38,2.6,2000,-18.9,0,0,0,Winter,No Holiday,Yes
1358,24/03/2018,14,12.7,55,3.4,378,3.8,2.42,0,0,Spring,No Holiday,Yes
1359,28/10/2018,5,7.2,68,2.5,1740,1.6,0,0,0,Autumn,No Holiday,Yes
1360,24/05/2018,15,23.5,36,3.2,1786,7.5,2.91,0,0,Spring,No Holiday,Yes
1361,29/07/2018,12,33.8,47,1.7,1962,20.9,1.92,0,0,Summer,No Holiday,Yes
1362,18/11/2018,12,9.2,47,2.5,1910,-1.5,1.37,0,0,Autumn,No Holiday,Yes
1363,30/08/2018,6,24.2,96,1.6,1206,23.5,0,0,0,Summer,No Holiday,Yes
1364,6/1/2018,21,-2.5,47,0.8,1495,-12.2,0,0,0,Winter,No Holiday,Yes
1365,26/06/2018,7,21.2,87,0.8,376,18.9,0.03,1.5,0,Summer,No Holiday,Yes
1366,31/03/2018,13,19.3,37,3,1257,4.2,2.53,0,0,Spring,No Holiday,Yes
1367,29/05/2018,18,23.1,68,2.9,1506,16.8,0.42,0,0,Spring,No Holiday,Yes
1368,8/6/2018,16,26.6,49,3.2,1200,15,2.35,0,0,Summer,No Holiday,Yes
1369,27/04/2018,9,13.2,57,0.8,1003,4.8,1.39,0,0,Spring,No Holiday,Yes
1370,23/01/2018,0,-5.3,77,3.8,894,-8.7,0,0,1,Winter,No Holiday,Yes
1371,21/12/2017,10,-3,71,0.7,608,-7.5,0.67,0,2.1,Winter,No Holiday,Yes
1372,4/3/2018,3,8.5,96,0.4,238,7.8,0,0.1,0,Spring,No Holiday,Yes
1373,28/12/2017,11,-2.1,34,1,1868,-15.8,0.65,0,0,Winter,No Holiday,Yes
1374,3/3/2018,22,10.2,49,1.7,1972,0,0,0,0,Spring,No Holiday,Yes
1375,2/9/2018,10,25,47,1.5,2000,12.8,2.17,0,0,Autumn,No Holiday,Yes
1376,26/02/2018,21,3.3,36,1.4,1110,-10.3,0,0,0,Winter,No Holiday,Yes
1377,2/10/2018,17,21.2,40,2.4,2000,7,0.98,0,0,Autumn,No Holiday,No
1378,31/10/2018,21,7.6,59,3,1929,0,0,0,0,Autumn,No Holiday,Yes
1379,7/3/2018,5,2.5,63,1.3,1987,-3.8,0,0,0,Spring,No Holiday,Yes
1380,15/09/2018,3,21.6,80,1.2,2000,17.9,0,0,0,Autumn,No Holiday,Yes
1381,27/04/2018,19,18.7,53,2.7,753,8.9,0.24,0,0,Spring,No Holiday,Yes
1382,6/11/2018,21,13,76,0.9,231,8.8,0,0,0,Autumn,No Holiday,No
1383,21/01/2018,8,-3.6,53,0.5,1227,-11.8,0,0,0,Winter,No Holiday,Yes
1384,23/05/2018,7,13.6,75,1.6,1987,9.2,0.47,0,0,Spring,No Holiday,Yes
1385,10/11/2018,14,17.1,39,2,781,3,1.85,0,0,Autumn,No Holiday,Yes
1386,21/07/2018,16,36.8,30,2.8,1756,16.3,2.41,0,0,Summer,No Holiday,Yes
1387,26/06/2018,20,24.1,94,4.5,214,23,0,0.5,0,Summer,No Holiday,Yes
1388,14/01/2018,3,-3.6,78,1.6,471,-6.8,0,0,0,Winter,No Holiday,Yes
1389,30/07/2018,10,32,50,2.1,1992,20.2,2.34,0,0,Summer,No Holiday,Yes
1390,30/04/2018,21,19.1,73,1.2,413,14.1,0,0,0,Spring,No Holiday,Yes
1391,19/03/2018,12,10.2,58,3.5,2000,2.2,0.32,0,0,Spring,No Holiday,Yes
1392,20/03/2018,23,1.8,37,2.3,2000,-11.3,0,0,0,Spring,No Holiday,Yes
1393,23/12/2017,3,5.4,77,1.6,583,1.6,0,0,0,Winter,No Holiday,Yes
1394,12/3/2018,13,13.6,34,1.8,458,-1.9,2.23,0,0,Spring,No Holiday,Yes
1395,3/4/2018,16,19.7,58,3.7,1302,11.1,0.78,0,0,Spring,No Holiday,Yes
1396,2/2/2018,8,-7.4,58,2.2,1882,-14.2,0.01,0,0,Winter,No Holiday,Yes
1397,18/10/2018,16,18.5,40,1.8,2000,4.6,1.28,0,0,Autumn,No Holiday,Yes
1398,29/10/2018,22,5.1,58,2.2,2000,-2.4,0,0,0,Autumn,No Holiday,Yes
1399,28/12/2017,16,0.3,57,2.3,1204,-7.2,0.19,0,0,Winter,No Holiday,Yes
1400,31/10/2018,20,7.6,59,0.7,2000,0,0,0,0,Autumn,No Holiday,Yes
1401,26/04/2018,18,17.4,45,3.1,1092,5.3,0.75,0,0,Spring,No Holiday,Yes
1402,15/08/2018,15,37.4,38,1.4,2000,20.6,1.72,0,0,Summer,Holiday,Yes
1403,28/05/2018,9,21.7,48,1.1,1806,10.2,1.92,0,0,Spring,No Holiday,Yes
1404,7/12/2017,8,-0.2,96,0.8,173,-0.7,0.01,0,0.8,Winter,No Holiday,Yes
1405,9/11/2018,6,11,70,3.1,900,5.7,0,0,0,Autumn,No Holiday,No
1406,7/4/2018,22,3.5,41,2.8,2000,-8.5,0,0,0,Spring,No Holiday,Yes
1407,4/2/2018,2,-10.5,49,2,2000,-19.1,0,0,0,Winter,No Holiday,Yes
1408,21/01/2018,11,1.9,25,1,1493,-16.1,0.78,0,0,Winter,No Holiday,Yes
1409,10/2/2018,6,1.6,78,1.6,448,-1.8,0,0,0,Winter,No Holiday,Yes
1410,8/7/2018,8,19.1,53,1.7,1952,9.2,0.8,0,0,Summer,No Holiday,Yes
1411,23/07/2018,2,29.7,53,1.4,1682,19,0,0,0,Summer,No Holiday,Yes
1412,31/07/2018,4,28.8,58,0.9,2000,19.7,0,0,0,Summer,No Holiday,Yes
1413,13/05/2018,20,15.6,81,2.3,827,12.3,0.02,0,0,Spring,No Holiday,Yes
1414,22/12/2017,18,4.9,63,0.6,677,-1.5,0,0,0,Winter,Holiday,Yes
1415,27/04/2018,20,16.9,41,3.1,1060,3.5,0,0,0,Spring,No Holiday,Yes
1416,28/10/2018,18,8.9,85,1.8,2000,6.5,0.01,0,0,Autumn,No Holiday,Yes
1417,7/2/2018,13,-4.5,23,2.6,1937,-22.5,2.12,0,0,Winter,No Holiday,Yes
1418,8/12/2017,2,-4.3,53,1,1918,-12.4,0,0,0,Winter,No Holiday,Yes
1419,15/12/2017,4,-7.1,59,0.8,1058,-13.7,0,0,0,Winter,No Holiday,Yes
1420,17/08/2018,15,33.5,26,2.1,2000,11.3,2.9,0,0,Summer,No Holiday,Yes
1421,28/07/2018,6,28,85,0.8,647,25.2,0.01,0,0,Summer,No Holiday,Yes
1422,8/1/2018,20,1,89,1.9,407,-0.6,0,0,1,Winter,No Holiday,Yes
1423,12/6/2018,19,23.1,58,2.4,1997,14.3,0.59,0,0,Summer,No Holiday,Yes
1424,13/09/2018,1,21.5,65,1,2000,14.6,0,0,0,Autumn,No Holiday,Yes
1425,14/05/2018,8,13.8,79,0.9,313,10.2,0.44,0,0,Spring,No Holiday,Yes
1426,27/03/2018,16,19.5,50,3.4,613,8.7,1.6,0,0,Spring,No Holiday,Yes
1427,18/05/2018,0,19.3,97,1.8,523,18.8,0,1,0,Spring,No Holiday,Yes
1428,20/12/2017,12,-3.2,49,1.3,1723,-12.4,0.53,0,1.9,Winter,No Holiday,Yes
1429,7/3/2018,2,2.6,50,1.3,1962,-6.8,0,0,0,Spring,No Holiday,Yes
1430,31/05/2018,3,15,84,1.3,473,12.3,0,0,0,Spring,No Holiday,Yes
1431,18/01/2018,14,4.4,42,2.3,719,-7.4,0.72,0,0,Winter,No Holiday,Yes
1432,28/08/2018,14,24.9,97,0.5,766,24.3,0.36,4,0,Summer,No Holiday,Yes
1433,26/10/2018,7,12.6,63,0.8,1265,5.7,0,0,0,Autumn,No Holiday,Yes
1434,7/2/2018,19,-5.2,33,2.6,2000,-19,0,0,0,Winter,No Holiday,Yes
1435,19/05/2018,23,17.1,37,1.3,2000,2.2,0,0,0,Spring,No Holiday,Yes
1436,30/03/2018,1,11.4,77,0.7,466,7.5,0,0,0,Spring,No Holiday,Yes
1437,6/10/2018,20,19.4,67,0.8,2000,13.1,0,0,0,Autumn,No Holiday,Yes
1438,8/3/2018,9,3.4,90,1.5,386,1.9,0.21,0.5,0,Spring,No Holiday,Yes
1439,2/8/2018,17,37.4,44,2.3,1829,23,1.49,0,0,Summer,No Holiday,Yes
1440,25/05/2018,18,23.3,32,2.6,1772,5.6,1.05,0,0,Spring,No Holiday,Yes
1441,25/02/2018,1,-1.4,43,0.6,1791,-12.3,0,0,0,Winter,No Holiday,Yes
1442,7/8/2018,19,32.9,56,2.6,1944,22.9,0.4,0,0,Summer,No Holiday,Yes
1443,24/03/2018,1,4.7,51,1.1,728,-4.5,0,0,0,Spring,No Holiday,Yes
1444,18/03/2018,14,11,41,1.1,763,-1.7,0.81,0,0,Spring,No Holiday,Yes
1445,23/01/2018,1,-6,76,3.1,1178,-9.5,0,0,1,Winter,No Holiday,Yes
1446,3/10/2018,20,18.6,55,1.5,2000,9.3,0,0,0,Autumn,Holiday,Yes
1447,15/12/2017,15,0.1,35,1.5,946,-13.5,0.42,0,0,Winter,No Holiday,Yes
1448,3/5/2018,7,8.4,83,1.4,1400,5.6,0.31,0,0,Spring,No Holiday,Yes
1449,4/12/2017,16,-0.2,23,4.7,2000,-18.8,0.55,0,0,Winter,No Holiday,Yes
1450,21/11/2018,17,5.7,61,2.2,1987,-1.2,0.07,0,0,Autumn,No Holiday,Yes
1451,13/11/2018,22,8.1,50,0.5,2000,-1.7,0,0,0,Autumn,No Holiday,Yes
1452,10/7/2018,19,25.7,83,1.1,1011,22.5,0.08,0.5,0,Summer,No Holiday,Yes
1453,30/01/2018,19,-1.7,91,1.1,167,-2.9,0,0,3,Winter,No Holiday,Yes
1454,24/05/2018,20,20,46,2.6,1414,8,0.05,0,0,Spring,No Holiday,Yes
1455,6/2/2018,7,-12.7,41,3.7,1982,-23.2,0,0,0,Winter,No Holiday,Yes
1456,6/2/2018,9,-12.3,39,3.7,1984,-23.4,0.45,0,0,Winter,No Holiday,Yes
1457,20/06/2018,17,28,50,3.2,1137,16.6,1.93,0,0,Summer,No Holiday,Yes
1458,19/06/2018,3,19.9,69,1.4,1179,14,0,0,0,Summer,No Holiday,Yes
1459,25/10/2018,7,7.3,85,1.4,1039,4.9,0,0,0,Autumn,No Holiday,Yes
1460,8/2/2018,11,-3.1,39,1.2,1495,-15.1,1.54,0,0,Winter,No Holiday,Yes
1461,17/11/2018,14,9.7,34,1.9,1786,-5.4,0.8,0,0,Autumn,No Holiday,Yes
1462,17/07/2018,20,28.9,64,1.7,1567,21.3,0.1,0,0,Summer,No Holiday,Yes
1463,30/08/2018,11,26.2,82,2.6,834,22.8,0.59,0,0,Summer,No Holiday,Yes
1464,19/12/2017,9,-5.3,48,2.6,1810,-14.6,0.18,0,2.5,Winter,No Holiday,Yes
1465,26/12/2017,0,-1.4,58,1,1880,-8.6,0,0,0,Winter,No Holiday,Yes
1466,7/5/2018,3,14.7,82,0.8,1822,11.6,0,0,0,Spring,No Holiday,Yes
1467,16/04/2018,18,17,28,3.1,2000,-1.6,0.88,0,0,Spring,No Holiday,Yes
1468,16/09/2018,16,22.5,86,2.5,342,20,0.47,0,0,Autumn,No Holiday,Yes
1469,7/8/2018,11,31.4,59,0.8,2000,22.4,1.3,0,0,Summer,No Holiday,Yes
1470,9/3/2018,19,5.4,60,3.9,990,-1.7,0.02,0,0,Spring,No Holiday,Yes
1471,5/6/2018,19,25.5,43,3.1,1760,11.9,0.41,0,0,Summer,No Holiday,Yes
1472,14/02/2018,0,2,65,2.2,1885,-3.9,0,0,0,Winter,No Holiday,Yes
1473,12/3/2018,23,6.8,56,0.9,497,-1.3,0,0,0,Spring,No Holiday,Yes
1474,4/2/2018,20,-8.2,28,3.5,2000,-23.5,0,0,0,Winter,No Holiday,Yes
1475,1/8/2018,16,39.4,39,2.5,1897,22.8,2.42,0,0,Summer,No Holiday,Yes
1476,28/04/2018,9,15.1,56,1.7,493,6.3,1.57,0,0,Spring,No Holiday,Yes
1477,3/1/2018,12,-3.4,32,3.1,1706,-17.7,1.02,0,0,Winter,No Holiday,Yes
1478,16/10/2018,10,14.4,45,0.6,1206,2.6,1.28,0,0,Autumn,No Holiday,Yes
1479,28/06/2018,4,22.3,88,0.9,298,20.2,0,0,0,Summer,No Holiday,Yes
1480,25/07/2018,16,34.1,52,2.5,1304,22.8,2.23,0,0,Summer,No Holiday,Yes
1481,9/5/2018,7,10,59,1.1,2000,2.3,0.36,0,0,Spring,No Holiday,Yes
1482,23/04/2018,14,9.4,96,2.6,304,8.7,0.39,4,0,Spring,No Holiday,Yes
1483,16/12/2017,12,-4.1,28,3.8,1998,-19.9,1.08,0,0,Winter,No Holiday,Yes
1484,10/4/2018,4,7.5,48,1,1458,-2.8,0,0,0,Spring,No Holiday,Yes
1485,2/6/2018,12,28.3,30,3,1675,9,3.29,0,0,Summer,No Holiday,Yes
1486,16/11/2018,2,7.7,63,1,704,1,0,0,0,Autumn,No Holiday,Yes
1487,27/07/2018,7,27.6,80,1,783,23.8,0.27,0,0,Summer,No Holiday,Yes
1488,23/12/2017,10,5.4,82,1.2,215,2.5,0.13,0,0,Winter,No Holiday,Yes
1489,3/1/2018,6,-6.7,48,2.4,1991,-15.9,0,0,0,Winter,No Holiday,Yes
1490,20/06/2018,10,22.2,70,3.1,740,16.4,1.44,0,0,Summer,No Holiday,Yes
1491,11/1/2018,8,-12.6,61,1.6,1610,-18.5,0,0,0,Winter,No Holiday,Yes
1492,28/12/2017,20,-0.3,62,1.3,1040,-6.7,0,0,0,Winter,No Holiday,Yes
1493,12/10/2018,16,16.9,34,1.2,1942,0.9,1.47,0,0,Autumn,No Holiday,Yes
1494,23/02/2018,11,3.8,72,0.9,236,-0.7,1.1,0,3.4,Winter,No Holiday,Yes
1495,30/01/2018,3,-10.7,42,1.4,2000,-21.1,0,0,0,Winter,No Holiday,Yes
1496,21/09/2018,16,21.5,78,1.2,2000,17.4,0.51,0,0,Autumn,No Holiday,Yes
1497,13/07/2018,2,24.9,86,1.3,1469,22.3,0,0,0,Summer,No Holiday,Yes
1498,21/06/2018,3,20,83,1.7,607,17,0,0,0,Summer,No Holiday,Yes
1499,16/04/2018,16,18.5,24,3,1773,-2.4,2.27,0,0,Spring,No Holiday,Yes
1500,5/7/2018,9,24.2,84,0.9,632,21.3,0.49,0,0,Summer,No Holiday,Yes
1501,12/12/2017,20,-8.4,42,1,2000,-19,0,0,0,Winter,No Holiday,Yes
1502,11/10/2018,22,8.8,55,1.6,2000,0.2,0,0,0,Autumn,No Holiday,Yes
1503,23/06/2018,6,21,48,0.6,2000,9.5,0.01,0,0,Summer,No Holiday,Yes
1504,28/10/2018,4,6.8,65,1.1,2000,0.6,0,0,0,Autumn,No Holiday,Yes
1505,19/01/2018,23,-0.5,59,0.9,1487,-7.5,0,0,0,Winter,No Holiday,Yes
1506,5/3/2018,16,11,39,1.2,2000,-2.4,1.96,0,0,Spring,No Holiday,Yes
1507,24/06/2018,6,20.2,87,2,255,17.9,0.01,0,0,Summer,No Holiday,Yes
1508,20/02/2018,8,-2.1,71,1.7,610,-6.6,0.06,0,0,Winter,No Holiday,Yes
1509,30/09/2018,23,14.1,53,2.1,2000,4.6,0,0,0,Autumn,No Holiday,No
1510,6/5/2018,7,15.1,97,0.5,311,14.6,0.03,2.5,0,Spring,No Holiday,Yes
1511,24/12/2017,13,3.7,90,0.7,744,2.2,0.15,0,0,Winter,Holiday,Yes
1512,7/1/2018,16,2.6,32,1,1381,-12.4,0.27,0,0,Winter,No Holiday,Yes
1513,15/04/2018,4,6,84,1.7,951,3.4,0,0,0,Spring,No Holiday,Yes
1514,12/7/2018,19,27.4,78,1.1,1899,23.2,0.27,0,0,Summer,No Holiday,Yes
1515,19/12/2017,0,-1,73,2.3,881,-5.2,0,0,2.6,Winter,No Holiday,Yes
1516,8/7/2018,6,17.8,58,1.1,2000,9.4,0.04,0,0,Summer,No Holiday,Yes
1517,26/01/2018,22,-14.6,40,1.8,1746,-25.2,0,0,0.3,Winter,No Holiday,Yes
1518,15/02/2018,16,3.2,16,3,2000,-20.2,1.45,0,0,Winter,Holiday,Yes
1519,24/09/2018,16,22,31,2.7,2000,4,1.87,0,0,Autumn,Holiday,Yes
1520,23/02/2018,23,5.5,80,2.7,258,2.3,0,0,0,Winter,No Holiday,Yes
1521,2/2/2018,13,1.6,29,2.2,1662,-14.5,1.2,0,0,Winter,No Holiday,Yes
1522,29/04/2018,5,9.7,63,1.1,1304,2.9,0,0,0,Spring,No Holiday,Yes
1523,2/11/2018,6,4.5,77,1,1410,0.8,0,0,0,Autumn,No Holiday,Yes
1524,17/10/2018,7,8.6,77,0.7,965,4.7,0,0,0,Autumn,No Holiday,Yes
1525,3/9/2018,1,24.5,68,0.5,2000,18.1,0,0,0,Autumn,No Holiday,Yes
1526,1/8/2018,13,37.9,38,2.3,1868,21.1,3.05,0,0,Summer,No Holiday,Yes
1527,16/12/2017,7,-6.7,64,2.1,977,-12.3,0,0,0,Winter,No Holiday,Yes
1528,19/01/2018,4,-0.7,45,1.4,1241,-11.1,0,0,0,Winter,No Holiday,Yes
1529,20/11/2018,20,8.5,32,2.6,1789,-7.2,0,0,0,Autumn,No Holiday,Yes
1530,11/10/2018,12,13.2,31,3.8,2000,-3.5,2.58,0,0,Autumn,No Holiday,Yes
1531,12/6/2018,5,17.2,87,0.6,2000,15,0,0,0,Summer,No Holiday,Yes
1532,5/6/2018,8,21.5,58,1.1,1021,12.8,1.21,0,0,Summer,No Holiday,Yes
1533,29/12/2017,20,1.7,73,0.5,332,-2.6,0,0,0,Winter,No Holiday,Yes
1534,30/07/2018,6,26.2,64,1.4,2000,18.8,0.01,0,0,Summer,No Holiday,Yes
1535,6/8/2018,10,29.8,76,1.4,850,25.1,1.52,0,0,Summer,No Holiday,Yes
1536,4/3/2018,6,8.6,96,0.7,224,7.9,0,0.2,0,Spring,No Holiday,Yes
1537,7/5/2018,22,18.6,69,1.7,1047,12.7,0,0,0,Spring,No Holiday,Yes
1538,16/11/2018,9,8.2,61,0.6,586,1.1,0.26,0,0,Autumn,No Holiday,Yes
1539,12/2/2018,9,-8.4,28,2.2,1947,-23.7,0.49,0,0,Winter,No Holiday,Yes
1540,26/04/2018,13,20.6,30,2.4,1048,2.3,2.67,0,0,Spring,No Holiday,Yes
1541,12/3/2018,16,14.5,34,3.1,471,-1.2,1.59,0,0,Spring,No Holiday,Yes
1542,20/05/2018,21,17.8,26,1.3,2000,-1.9,0,0,0,Spring,No Holiday,Yes
1543,14/12/2017,3,-10.7,48,0.4,1651,-19.6,0,0,0,Winter,No Holiday,Yes
1544,14/12/2017,18,-3.5,35,1.1,1414,-16.7,0,0,0,Winter,No Holiday,Yes
1545,2/11/2018,21,10.8,57,2,1219,2.6,0,0,0,Autumn,No Holiday,Yes
1546,16/09/2018,10,22.9,74,1.3,1162,18,0.84,0,0,Autumn,No Holiday,Yes
1547,25/10/2018,16,20.4,32,0.9,1720,3.1,0.84,0,0,Autumn,No Holiday,Yes
1548,2/7/2018,23,23.4,98,0.3,662,23,0,0.5,0,Summer,No Holiday,Yes
1549,6/6/2018,21,22.1,72,2.5,923,16.8,0,0,0,Summer,Holiday,Yes
1550,24/12/2017,2,5.4,80,0.9,190,2.2,0,0,0,Winter,Holiday,Yes
1551,19/02/2018,21,1.8,63,1.2,604,-4.5,0,0,0,Winter,No Holiday,Yes
1552,23/02/2018,21,6,79,2.7,306,2.6,0,0,0,Winter,No Holiday,Yes
1553,1/4/2018,6,12.4,61,0.4,1131,5,0,0,0,Spring,No Holiday,Yes
1554,7/10/2018,5,15.1,89,1.1,1615,13.2,0,0,0,Autumn,No Holiday,Yes
1555,31/03/2018,9,12.6,57,0.9,859,4.2,0.98,0,0,Spring,No Holiday,Yes
1556,6/2/2018,2,-11.2,36,2.9,1981,-23.3,0,0,0,Winter,No Holiday,Yes
1557,9/7/2018,16,20.2,91,1.2,1637,18.6,0.42,1,0,Summer,No Holiday,Yes
1558,17/02/2018,5,-5.7,31,2.3,1999,-20.1,0,0,0,Winter,Holiday,Yes
1559,14/03/2018,23,16.1,69,1.8,1666,10.4,0,0,0,Spring,No Holiday,Yes
1560,25/03/2018,4,5.3,82,1,200,2.4,0,0,0,Spring,No Holiday,Yes
1561,17/05/2018,18,22.6,97,1.1,304,22,0.07,1.5,0,Spring,No Holiday,Yes
1562,16/11/2018,10,9.4,55,0.1,570,0.7,0.49,0,0,Autumn,No Holiday,Yes
1563,16/01/2018,6,1.2,69,0.6,436,-3.8,0,0,0,Winter,No Holiday,Yes
1564,6/3/2018,6,-1,77,0.4,1578,-4.5,0,0,0,Spring,No Holiday,Yes
1565,22/02/2018,2,-2.9,57,0,1985,-10.2,0,0,0,Winter,No Holiday,Yes
1566,2/2/2018,10,-4.1,43,1.2,1187,-14.8,0.59,0,0,Winter,No Holiday,Yes
1567,21/06/2018,21,23.8,63,1.5,1455,16.3,0,0,0,Summer,No Holiday,Yes
1568,20/12/2017,6,-8.2,66,0.9,1718,-13.4,0,0,2,Winter,No Holiday,Yes
1569,18/10/2018,20,13.8,56,1.9,2000,5.1,0,0,0,Autumn,No Holiday,Yes
1570,12/10/2018,0,8.2,61,1.3,2000,1.1,0,0,0,Autumn,No Holiday,Yes
1571,13/03/2018,6,7,58,0.7,537,-0.7,0,0,0,Spring,No Holiday,Yes
1572,14/09/2018,11,24,64,1.3,2000,16.7,0.95,0,0,Autumn,No Holiday,Yes
1573,6/1/2018,1,-4.8,54,1.2,1219,-12.7,0,0,0,Winter,No Holiday,Yes
1574,1/10/2018,7,13.1,58,2.1,1997,5,0.03,0,0,Autumn,No Holiday,Yes
1575,8/10/2018,4,10.4,61,0.6,2000,3.1,0,0,0,Autumn,No Holiday,Yes
1576,2/2/2018,23,-2.6,69,2,1434,-7.5,0,0,0,Winter,No Holiday,Yes
1577,11/12/2017,2,-4.2,35,3.4,2000,-17.4,0,0,0,Winter,No Holiday,Yes
1578,18/06/2018,13,29.4,42,1.7,689,15.1,3.1,0,0,Summer,No Holiday,Yes
1579,9/1/2018,20,-4.9,59,0.6,1992,-11.6,0,0,0,Winter,No Holiday,Yes
1580,26/03/2018,16,17.7,33,3.4,897,1.2,1.96,0,0,Spring,No Holiday,Yes
1581,5/1/2018,15,1.5,34,2.8,1776,-12.6,0.84,0,0,Winter,No Holiday,Yes
1582,25/11/2018,8,1.4,96,1,212,0.8,0.04,0,2.5,Autumn,No Holiday,Yes
1583,16/05/2018,5,22.3,87,0.6,399,20,0,0,0,Spring,No Holiday,Yes
1584,3/7/2018,3,22.8,98,0,1734,22.4,0,0,0,Summer,No Holiday,Yes
1585,6/11/2018,20,13.2,73,1.1,246,8.4,0,0,0,Autumn,No Holiday,No
1586,26/03/2018,12,14.6,53,2.5,348,5.1,2.65,0,0,Spring,No Holiday,Yes
1587,28/05/2018,22,21.1,54,0.6,2000,11.4,0,0,0,Spring,No Holiday,Yes
1588,6/10/2018,18,20.5,66,1.2,2000,13.9,0.16,0,0,Autumn,No Holiday,Yes
1589,20/06/2018,9,21.1,73,2,623,16,0.43,0,0,Summer,No Holiday,Yes
1590,25/07/2018,3,28.9,69,2.8,1871,22.6,0,0,0,Summer,No Holiday,Yes
1591,16/06/2018,7,17,60,1.1,1993,9.1,0.47,0,0,Summer,No Holiday,Yes
1592,24/02/2018,15,6.7,24,2.7,1536,-12.4,1.95,0,0,Winter,No Holiday,Yes
1593,26/09/2018,22,18.1,43,1.7,2000,5.3,0,0,0,Autumn,No Holiday,Yes
1594,6/6/2018,5,18.7,73,1.4,1065,13.7,0,0,0,Summer,Holiday,Yes
1595,10/3/2018,19,5.3,67,2.6,1314,-0.3,0.02,0,0,Spring,No Holiday,Yes
1596,12/6/2018,22,20,70,1,2000,14.3,0,0,0,Summer,No Holiday,Yes
1597,21/11/2018,8,6.4,86,0.9,450,4.2,0.03,0,0,Autumn,No Holiday,Yes
